firstName,lastName,year,teamname,leaguename,phase,draftRound,overall,signed,"drafting team",draftPosit,borndate,place,ht,WT,Bats,Throws,draftRegionID,PlayerID,retroid,mlbid,playerClass,schoolDivision,g,ab,r,h,dbl,tpl,hr,rbi,sb,cs,bb,so,hbp,sh,sf,ibb,gdp,tb,pa,xbh,sgl,avg,obp,slg,ops,seca,iso,babip,bb%,so%,so/bb,ab/hr
Ivan,Brethowr,2024,"UC Santa Barbara","Big West Conference",June-Reg,7,212,Y,"Chicago Cubs",OF,2/27/2003,"Matthews,NC",'6-6,250,R,R,CA,243683,,814442,Jr,"NCAA 1",50,189,38,52,10,0,15,39,6,1,25,42,15,0,0,0,2,107,229,25,27,.275,.402,.566,.968,.450,.291,.280,10.92,18.34,1.68,12.60
Seth,Stephenson,2022,Tennessee,"Southeastern Conference",June-Reg,7,207,Y,"Detroit Tigers",SS,1/10/2001,"Austin,TX",'5-9,165,R,R,TN,243695,,700931,jr,"NCAA 1",59,183,46,62,17,1,4,28,25,5,15,41,7,1,1,0,1,93,207,22,40,.339,.408,.508,.916,.361,.169,.417,7.25,19.81,2.73,45.75
Eddie,King,2025,Louisville,"Atlantic Coast Conference",June-Reg,16,473,Y,"Pittsburgh Pirates",OF,1/7/2003,"Lynwood,IL",'6-2,220,R,R,KY,243835,,695652,Sr,"NCAA 1",55,188,46,69,19,1,17,63,4,1,21,38,7,1,7,0,2,141,217,37,32,.367,.435,.750,1.185,.511,.383,.371,9.68,17.51,1.81,11.06
Kavares,Tears,2024,Tennessee,"Southeastern Conference",June-Reg,4,134,Y,"San Diego Padres",OF,8/25/2002,"Columbia,TN",'6-0,200,L,L,TN,243950,,701837,Jr,"NCAA 1",67,227,73,76,15,1,20,61,4,1,45,66,1,0,3,0,3,153,276,36,40,.335,.442,.674,1.116,.551,.339,.389,16.30,23.91,1.47,11.35
Jonah,Advincula,2023,"Washington State","Pacific-12 Conference",June-Reg,8,248,Y,"Cleveland Guardians",OF,1/6/2001,"San Jose,CA",'6-2,190,L,R,WA,244610,,809945,Jr,"NCAA 1",51,200,53,70,20,4,5,33,24,2,28,19,12,2,2,0,3,113,244,29,41,.350,.455,.565,1.020,.465,.215,.365,11.48,7.79,0.68,40.00
Nick,Altermatt,2022,"Minnesota State","Northern Sun Intercollegiate Conference",June-Reg,17,521,Y,"Chicago White Sox",P,9/28/1999,"Redwood Falls,MN",'6-0,225,R,R,MN,244905,,805892,sr,"NCAA 2",47,180,55,68,21,2,11,64,9,2,23,37,1,0,0,0,3,126,204,34,34,.378,.451,.700,1.151,.489,.322,.000,11.27,18.14,1.61,16.36
Sam,Antonacci,2024,"Coastal Carolina","Sun Belt Conference",June-Reg,5,140,Y,"Chicago White Sox",IF,2/6/2003,"Springfield,IL",'6-0,193,L,R,SC,245155,antos001,803011,Jr,"NCAA 1",61,226,90,83,13,0,6,47,15,7,50,40,27,0,3,0,1,114,306,19,64,.367,.523,.504,1.027,.394,.137,.421,16.34,13.07,0.80,37.67
Owen,Ayers,2024,Marshall,"Sun Belt Conference",June-Reg,19,572,Y,"Chicago Cubs",C,6/7/2001,"Sarasota,FL",'6-2,185,B,R,WV,245535,,689196,5S,"NCAA 1",55,216,39,63,25,0,8,28,4,1,30,44,5,0,2,0,3,112,253,33,30,.292,.387,.519,.906,.380,.227,.331,11.86,17.39,1.47,27.00
Sean,Barnett,2024,Wingate,"South Atlantic Conference",June-Reg,11,330,Y,"San Diego Padres",TWP,6/22/2003,"St. Louis,MO",'6-2,200,R,R,NC,246007,,826141,Jr,"NCAA 2",59,238,68,83,15,0,26,87,11,1,16,43,9,0,8,0,7,176,271,41,42,.349,.399,.739,1.138,.500,.390,.322,5.90,15.87,2.69,9.15
Spencer,Bramwell,2022,"Colorado Mesa","Rocky Mountain Athletic Conference",June-Reg,18,532,Y,"Miami Marlins",C,1/10/1999,"Orange,CA",'5-11,220,R,R,CO,247636,,695426,5s,"NCAA 2",58,229,73,85,15,1,23,65,1,3,23,42,10,1,0,0,5,171,263,39,46,.371,.450,.747,1.197,.467,.376,.000,8.75,15.97,1.83,9.96
Beau,Brewer,2022,"Paris JC","National Jr College Athletic Association",June-Reg,19,580,Y,"New York Yankees",3B,10/28/2001,"McKinney,TX",'6-2,215,R,R,TX,247769,,806314,so,NJCAA,56,197,61,81,25,3,6,74,12,2,36,8,3,4,0,0,0,130,240,34,47,.411,.508,.660,1.168,.482,.249,.000,15.00,3.33,0.22,32.83
Connor,Caskenette,2024,Purdue,"Big Ten Conference",June-Reg,12,364,Y,"Miami Marlins",C,6/14/2002,"Duncan,BC",'6-0,215,R,R,IN,249246,,683353,Sr,"NCAA 1",55,188,51,58,11,0,13,69,2,1,22,23,20,0,3,0,6,108,233,24,34,.309,.429,.574,1.003,.388,.265,.290,9.44,9.87,1.05,14.46
Drew,Cavanaugh,2023,"Florida Southern","Sunshine State Conference",June-Reg,17,510,Y,"San Francisco Giants",C,1/27/2002,"Troy,MI",'6-0,220,L,R,FL,249383,,701852,So,"NCAA 2",46,177,53,56,6,3,12,42,0,0,33,44,9,0,3,0,1,104,222,21,35,.316,.441,.588,1.029,.458,.272,.355,14.86,19.82,1.33,14.75
B.Y.,Choi,2023,"New Mexico Military","NJCAA Region 5",June-Reg,20,611,Y,"San Diego Padres",SS,4/30/2002,"Seoul,KR",'6-3,203,L,R,NM,249689,,815325,So,NJCAA,58,201,71,90,20,11,15,80,10,1,45,41,3,0,3,0,2,177,252,46,44,.448,.548,.881,1.429,.701,.433,.507,17.86,16.27,0.91,13.40
Jakob,Christian,2024,"San Diego","West Coast Conference",June-Reg,5,149,Y,"San Francisco Giants",OF,9/17/2002,"San Diego,CA",'6-5,225,R,R,CA,249725,,814451,Jr,"NCAA 1",51,198,59,72,14,0,26,67,9,4,28,47,8,0,1,0,2,164,235,40,32,.364,.460,.828,1.288,.631,.464,.365,11.91,20.00,1.68,7.62
Jake,Christianson,2022,"Feather River","Golden Valley",June-Reg,15,464,Y,"Tampa Bay Rays",P,10/22/1999,"St. Paul,MN",'6-3,190,R,R,CA,249733,,806279,so,CCCAA,26,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,33.33,0.00,0.00
Cam,Collier,2022,Chipola,"National Jr College Athletic Association",June-Reg,1,18,Y,"Cincinnati Reds",3B,11/20/2004,"Chicago,IL",'6-1,210,L,R,FL,250161,,702253,fr,NJCAA,52,177,35,59,12,0,8,47,5,0,25,33,6,0,0,0,2,95,208,20,39,.333,.433,.537,.970,.373,.204,.000,12.02,15.87,1.32,22.13
Ke'Shun,Collier,2022,"Meridian CC","NJCAA Region 23",June-Reg,20,593,Y,"Chicago Cubs",OF,12/21/2000,"Hinds,MS",'5-4,160,L,R,MS,250165,,804622,so,NJCAA,41,135,45,51,8,3,1,32,18,6,23,17,10,3,0,0,0,68,171,12,39,.378,.500,.504,1.004,.385,.126,.000,13.45,9.94,0.74,135.00
Jonah,Cox,2023,"Oral Roberts","Summit League",June-Reg,6,166,Y,"Oakland Athletics",OF,8/4/2001,"Louisville,CO",'6-3,200,R,R,OK,250694,,813841,Jr,"NCAA 1",66,277,69,114,16,8,11,68,28,4,30,53,3,4,3,0,5,179,317,35,79,.412,.470,.646,1.116,.430,.234,.477,9.46,16.72,1.77,25.18
Wyatt,Crenshaw,2023,"Arizona State","Pacific-12 Conference",June-Reg,19,565,Y,"Arizona Diamondbacks",2B,4/21/2000,"St. Petersburg,FL",'5-11,180,L,R,AZ,250811,,809846,5S,"NCAA 1",53,208,38,55,16,1,9,32,5,3,13,50,2,2,4,0,2,100,229,26,29,.264,.308,.481,.789,.288,.217,.301,5.68,21.83,3.85,23.11
Zach,Daudet,2025,"Cal Poly","Big West Conference",June-Reg,10,306,Y,"Houston Astros",SS,6/10/2003,"San Diego,CA",'6-3,200,R,R,CA,251335,,836055,Sr,"NCAA 1",53,189,53,68,15,1,9,26,4,5,28,31,10,8,1,0,3,112,236,25,43,.360,.465,.593,1.058,.376,.233,.393,11.86,13.14,1.11,21.00
Marco,Dinges,2024,"Florida State","Atlantic Coast Conference",June-Reg,4,123,Y,"Milwaukee Brewers",C,9/5/2003,"Poughkeepsie,NY",'5-11,190,R,R,FL,252130,,701392,Jr,"NCAA 1",60,218,57,70,11,2,15,66,2,1,36,36,4,1,9,0,6,130,268,28,42,.321,.412,.596,1.008,.445,.275,.313,13.43,13.43,1.00,14.53
Hunter,Dryden,2024,Whitworth,"Northwest Conference",June-Reg,17,508,Y,"San Francisco Giants",P,6/10/2002,"Spokane,WA",'5-11,168,R,R,WA,252502,,827500,Sr,"NCAA 3",21,24,6,6,0,0,1,1,2,0,1,9,2,1,0,0,0,9,28,1,5,.250,.333,.375,.708,.250,.125,.357,3.57,32.14,9.00,24.00
Brendan,Durfee,2024,"UC Santa Barbara","Big West Conference",June-Reg,14,420,Y,"San Diego Padres",C,7/31/2001,"Pasadena,CA",'6-3,221,L,R,CA,252695,,826545,Jr,"NCAA 1",46,175,41,61,11,0,9,35,2,1,22,31,12,0,0,0,2,99,209,20,41,.349,.455,.566,1.021,.349,.217,.385,10.53,14.83,1.41,19.44
Zach,Evans,2024,Lenoir-Rhyne,"South Atlantic Conference",June-Reg,9,270,Y,"San Diego Padres",SS,7/16/2002,"Buffalo,NY",'6-4,210,R,R,NC,253286,,828473,Sr,"NCAA 2",51,193,54,62,15,2,11,44,5,2,19,20,9,2,4,0,4,114,227,28,34,.321,.400,.591,.991,.383,.270,.307,8.37,8.81,1.05,17.55
Mitch,Farris,2023,Wingate,"South Atlantic Conference",June-Reg,14,429,Y,"Atlanta Braves",P,2/14/2001,"Charlotte,NC",'6-2,195,L,L,NC,253478,farrm001,815083,Sr,"NCAA 2",37,74,16,20,4,0,6,22,0,0,11,19,2,0,0,0,1,42,87,10,10,.270,.379,.568,.947,.446,.298,.286,12.64,21.84,1.73,12.33
Edrick,Felix,2023,"Florida Gulf Coast","Atlantic Sun Conference",June-Reg,14,419,Y,"Chicago White Sox",2B,1/14/2002,"San Juan,PR",'6-0,198,R,R,FL,253556,,703742,Jr,"NCAA 1",60,243,68,89,22,1,25,83,1,0,31,55,12,0,8,0,3,188,294,48,41,.366,.449,.774,1.223,.539,.408,.374,10.54,18.71,1.77,9.72
Randy,Flores,2024,"Alabama State","Southwest Athletic Conference",June-Reg,8,232,Y,"Los Angeles Angels",SS,9/18/2000,"New York,NY",'5-9,180,L,R,AL,254000,,809389,Gr,"NCAA 1",55,226,56,77,14,4,10,44,31,2,32,22,3,0,3,0,3,129,264,28,49,.341,.424,.571,.995,.500,.230,.340,12.12,8.33,0.69,22.60
Kaleb,Freeman,2025,"Georgia State","Sun Belt Conference",June-Reg,16,466,Y,"Chicago White Sox",UT,11/11/2002,"Gainesville,GA",'6-0,203,B,R,GA,254355,,807461,Sr,"NCAA 1",56,209,65,73,28,2,16,46,15,3,61,57,5,0,1,0,2,153,276,46,27,.349,.504,.732,1.236,.732,.383,.416,22.10,20.65,0.93,13.06
Austin,Green,2024,"Texas Tech","Big 12 Conference",June-Reg,14,421,Y,"New York Yankees",2B,5/20/2002,"diana,TX",'6-0,195,B,R,TX,255903,,809719,5S,"NCAA 1",51,174,44,56,13,1,8,45,6,0,31,21,7,0,4,0,0,95,216,22,34,.322,.435,.546,.981,.437,.224,.322,14.35,9.72,0.68,21.75
Dakota,Harris,2023,Oklahoma,"Big 12 Conference",June-Reg,11,335,Y,"St. Louis Cardinals",SS,2/19/2002,"Tampa,FL",'5-11,197,R,R,OK,256880,,703766,Jr,"NCAA 1",45,181,28,59,12,1,7,46,5,3,19,37,6,4,4,0,3,94,214,20,39,.326,.400,.519,.919,.309,.193,.369,8.88,17.29,1.95,25.86
Ben,Hartl,2024,Kansas,"Big 12 Conference",June-Reg,14,435,Y,"Texas Rangers",C,1/7/2003,"Springfield,IL",'5-11,210,R,R,KS,256961,,803015,Jr,"NCAA 1",45,152,38,47,11,0,11,35,1,0,27,42,17,0,2,0,2,91,198,22,25,.309,.460,.599,1.059,.474,.290,.356,13.64,21.21,1.56,13.82
Chase,Heath,2025,"Central Missouri","Mid-America Intercollegiate Athletic Association",June-Reg,20,600,Y,"St. Louis Cardinals",C,7/14/2003,"O'Fallon,MO",'5-10,200,R,R,MO,257194,,800840,Sr,"NCAA 2",38,152,45,56,12,2,9,59,11,2,20,12,4,4,7,0,2,99,187,23,33,.368,.437,.651,1.088,.474,.283,.341,10.70,6.42,0.60,16.89
Caleb,Hobson,2023,Tennessee-Martin,"Ohio Valley Conference",June-Reg,13,382,Y,"Colorado Rockies",OF,1/24/2002,"Tupelo,MS",'6-0,193,R,R,TN,257852,,805931,Jr,"NCAA 1",56,214,55,68,9,6,6,39,36,5,38,47,6,2,3,0,2,107,263,21,47,.318,.429,.500,.929,.505,.182,.378,14.45,17.87,1.24,35.67
Jackson,Hornung,2023,Skidmore,"Liberty League",June-Reg,16,484,Y,"Toronto Blue Jays",C,2/6/2001,"Ashland,MA",'6-1,215,R,R,NY,258195,,814408,Sr,"NCAA 3",39,132,51,56,8,3,12,41,10,1,37,21,5,0,1,0,2,106,175,23,33,.424,.560,.803,1.363,.727,.379,.440,21.14,12.00,0.57,11.00
Kenya,Huggins,2022,Chipola,"National Jr College Athletic Association",June-Reg,4,123,Y,"Cincinnati Reds",P,12/12/2002,"New Orleans,LA",'6-3,215,R,R,FL,258410,,695761,fr,NJCAA,17,4,1,1,0,0,1,1,0,0,0,3,0,0,0,0,0,4,4,1,0,.250,.250,1.000,1.250,.750,.750,.000,0.00,75.00,0.00,4.00
Tanner,Jacobson,2022,"Queens of NC","South Atlantic Conference",June-Reg,10,307,Y,"St. Louis Cardinals",P,1/24/2000,"Pittsburgh,PA",'6-1,190,R,R,NC,258915,,805374,sr,"NCAA 2",27,57,14,18,1,0,5,18,1,0,3,14,3,0,0,0,0,34,63,6,12,.316,.381,.596,.977,.351,.280,.000,4.76,22.22,4.67,11.40
Tyriq,Kemp,2025,Baylor,"Big 12 Conference",June-Reg,6,188,Y,"Kansas City Royals",SS,11/15/2002,"Rotterdam,NT",'5-7,156,L,R,TX,260021,,822743,Sr,"NCAA 1",55,201,48,72,14,1,7,41,9,4,32,27,3,2,4,0,5,109,242,22,50,.358,.446,.542,.988,.368,.184,.380,13.22,11.16,0.84,28.71
Kevin,Kilpatrick,2022,"Central Florida CC","National Jr College Athletic Association",June-Reg,17,515,Y,"Atlanta Braves",OF,11/25/2000,"Stone Mountain,GA",'5-10,186,R,R,FL,260180,,687201,jr,NJCAA,61,261,78,100,15,8,11,55,8,2,26,37,9,0,0,0,2,164,296,34,66,.383,.456,.628,1.084,.368,.245,.000,8.78,12.50,1.42,23.73
Seaver,King,2024,"Wake Forest","Atlantic Coast Conference",June-Reg,1,10,Y,"Washington Nationals",SS,4/25/2003,"Athens,GA",'6-0,195,R,R,NC,260235,,814409,Jr,"NCAA 1",61,257,61,80,14,3,17,65,11,1,26,35,4,0,2,0,8,151,289,34,46,.311,.381,.588,.969,.416,.277,.304,9.00,12.11,1.35,15.12
Colson,Lawrence,2023,"South Alabama","Sun Belt Conference",June-Reg,13,383,Y,"Miami Marlins",P,3/3/2002,"Birmingham,AL",'6-5,210,R,R,AL,261288,,804673,Jr,"NCAA 1",42,144,31,37,6,1,11,34,6,2,11,47,8,0,1,0,1,78,164,18,19,.257,.341,.542,.883,.389,.285,.299,6.71,28.66,4.27,13.09
Dillon,Lewis,2024,"Queens of NC","Atlantic Sun Conference",June-Reg,13,391,Y,"New York Yankees",OF,6/12/2003,"Columbia,MD",'6-3,205,R,R,NC,261676,,827665,Jr,"NCAA 1",55,229,62,85,14,1,22,63,20,4,28,46,3,0,1,0,6,167,261,37,48,.371,.444,.729,1.173,.550,.358,.389,10.73,17.62,1.64,10.41
Drake,Logan,2022,"Shelton State CC","NJCAA Region 22",June-Reg,19,581,Y,"Chicago White Sox",3B,9/5/2000,"San Diego,CA",'6-4,205,R,R,AL,261976,,805763,jr,NJCAA,51,163,50,59,12,1,2,23,9,1,30,42,7,0,0,0,0,79,200,15,44,.362,.480,.485,.965,.356,.123,.000,15.00,21.00,1.40,81.50
Bryce,Madron,2024,Oklahoma,"Big 12 Conference",June-Reg,10,291,Y,"St. Louis Cardinals",OF,7/1/2001,"Oklahoma City,OK",'5-8,175,L,L,OK,262567,,809244,Sr,"NCAA 1",55,211,68,67,19,3,12,53,14,2,41,28,8,0,4,0,1,128,264,34,33,.318,.439,.607,1.046,.540,.289,.314,15.53,10.61,0.68,17.58
Ryan,Mathiesen,2024,Master's,"Golden State Athletic Conference",June-Reg,14,433,Y,"Houston Astros",P,6/10/2003,"Palo Alto,CA",'6-1,200,R,R,CA,263348,,827698,Jr,NAIA,40,149,35,60,13,1,12,43,4,1,11,27,7,1,1,0,2,111,169,26,34,.403,.464,.745,1.209,.436,.342,.432,6.51,15.98,2.45,12.42
Darrien,McDowell,2024,"West Florida","Gulf South Conference",June-Reg,6,180,Y,"San Diego Padres",OF,2/7/2002,"Pensacola,FL",'6-4,220,R,L,FL,263826,,695237,Sr,"NCAA 2",58,215,77,95,16,1,27,77,7,1,53,34,9,2,1,0,1,194,280,44,51,.442,.565,.902,1.467,.735,.460,.439,18.93,12.14,0.64,7.96
Haydn,McGeary,2022,"Colorado Mesa","Rocky Mountain Athletic Conference",June-Reg,15,443,Y,"Chicago Cubs",C,10/9/1999,"Phoenix,AZ",'6-5,235,R,R,CO,263872,,702333,sr,"NCAA 2",57,214,86,103,17,1,35,79,3,1,43,40,11,0,0,0,2,227,268,53,50,.481,.586,1.061,1.647,.790,.580,.000,16.04,14.93,0.93,6.11
Dalton,McIntyre,2024,"Southern Miss","Sun Belt Conference",June-Reg,19,581,Y,"Atlanta Braves",OF,7/17/2003,"Jackson,TN",'6-3,175,L,L,MS,263977,,827637,Jr,"NCAA 1",60,237,52,92,12,1,2,34,10,4,24,28,2,4,1,0,3,112,268,15,77,.388,.447,.473,.920,.211,.085,.433,8.96,10.45,1.17,118.50
Ben,McLaughlin,2024,Arkansas,"Southeastern Conference",June-Reg,9,284,Y,"Arizona Diamondbacks",3B,5/30/2002,"Golden,CO",'6-3,210,L,R,AR,264048,,808768,Sr,"NCAA 1",60,202,42,61,11,0,9,42,0,0,50,30,6,0,4,0,6,99,262,20,41,.302,.447,.490,.937,.436,.188,.311,19.08,11.45,0.60,22.44
Gage,Miller,2024,Alabama,"Southeastern Conference",June-Reg,3,92,Y,"Miami Marlins",2B,3/1/2003,"Harrisburg,PA",'6-0,200,R,R,AL,264644,,824028,Jr,"NCAA 1",55,218,72,83,12,2,18,56,0,0,27,24,17,0,6,0,3,153,268,32,51,.381,.474,.702,1.176,.445,.321,.357,10.07,8.96,0.89,12.11
Kole,Myers,2024,Troy,"Sun Belt Conference",June-Reg,9,280,Y,"Los Angeles Dodgers",OIF,12/28/2000,"Lafayette,LA",'6-0,195,L,R,AL,265765,,801887,5S,"NCAA 1",59,223,81,72,11,4,12,44,34,2,62,44,11,0,2,0,2,127,298,27,45,.323,.487,.570,1.057,.668,.247,.355,20.81,14.77,0.71,18.58
Satchell,Norman,2022,"Florida Southwestern","NJCAA Region 8",June-Reg,15,462,Y,"Milwaukee Brewers",C,7/22/2002,"Sarasota,FL",'5-8,200,R,R,FL,266280,,695708,fr,NJCAA,52,165,48,62,16,1,10,47,8,3,25,24,5,0,0,0,3,110,195,27,35,.376,.472,.667,1.139,.473,.291,.000,12.82,12.31,0.96,16.50
Albert,Oliva,2022,"New Mexico Military","NJCAA Region 5",June-Reg,19,567,Y,"Detroit Tigers",P,10/18/2002,"Roswell,NM",'6-2,194,R,R,NM,266573,,806309,so,NJCAA,34,45,11,9,3,1,2,4,6,1,6,20,0,0,0,0,1,20,51,6,3,.200,.294,.444,.738,.489,.244,.000,11.76,39.22,3.33,22.50
Conner,O'Neal,2025,"SE Louisiana","Southland Conference",June-Reg,9,285,Y,"Los Angeles Dodgers",C,9/6/2002,"Columbus,GA",'6-3,219,L,R,LA,266671,,836052,Sr,"NCAA 1",52,168,44,48,6,0,14,53,0,0,52,49,6,0,5,0,1,96,231,20,28,.286,.459,.571,1.030,.595,.285,.309,22.51,21.21,0.94,12.00
Eric,Rataczak,2024,Niagara,"Metro Atlantic Athletic Conference",June-Reg,16,484,Y,"Miami Marlins",1B,1/19/2001,"St. Paul,MN",'6-3,215,L,R,NY,268954,,827388,5S,"NCAA 1",55,222,59,88,14,1,17,71,2,1,31,25,9,0,2,0,4,155,264,32,56,.396,.485,.698,1.183,.446,.302,.390,11.74,9.47,0.81,13.06
Joe,Redfield,2023,"Sam Houston State","Western Athletic Conference",June-Reg,4,111,Y,"Los Angeles Angels",OF,10/18/2001,"Waco,TX",'6-2,200,L,R,TX,269048,,812470,Jr,"NCAA 1",60,244,79,98,19,3,14,54,15,4,34,33,10,3,4,0,0,165,295,36,62,.402,.486,.676,1.162,.459,.274,.418,11.53,11.19,0.97,17.43
Simon,Reid,2022,Westmont,"Golden State Athletic Conference",June-Reg,10,315,Y,"Los Angeles Dodgers",C,4/19/2001,"Palo Alto,CA",'6-1,200,L,R,CA,269167,,805995,jr,NAIA,58,217,27,82,20,2,12,56,4,0,17,33,10,1,0,0,0,142,245,34,48,.378,.447,.654,1.101,.373,.276,.000,6.94,13.47,1.94,18.08
Tom,Reisinger,2023,"East Stroudsburg","Pennylvania State Athletic Conference",June-Reg,10,286,Y,"Oakland Athletics",P,3/17/2001,"Kulpmont,PA",'6-3,215,R,R,PA,269208,,815291,Jr,"NCAA 2",7,5,2,1,0,0,0,2,0,0,3,1,0,0,0,0,0,1,8,0,1,.200,.500,.200,.700,.600,.000,.250,37.50,12.50,0.33,0.00
Barrett,Riebock,2023,"Paris JC","NJCAA Region 14",June-Reg,17,518,Y,"Cleveland Guardians",OF,7/30/2002,"Madison,MS",'6-2,190,L,L,TX,269496,,814806,So,NJCAA,57,211,61,85,13,8,5,43,42,1,38,20,12,0,4,0,0,129,265,26,59,.403,.509,.611,1.120,.583,.208,.421,14.34,7.55,0.53,42.20
Zach,Rogacki,2025,Binghamton,"America East Conference",June-Reg,9,257,Y,"Colorado Rockies",C,7/19/2003,"Hamilton,NJ",'6-1,185,L,R,NY,270022,,836051,Sr,"NCAA 1",55,205,48,74,17,4,8,43,5,1,28,22,2,11,3,0,4,123,249,29,45,.361,.437,.600,1.037,.395,.239,.371,11.24,8.84,0.79,25.63
Kiko,Romero,2023,Arizona,"Pacific-12 Conference",June-Reg,7,222,Y,"New York Yankees",1B,9/18/2000,"Tucson,AZ",'5-11,185,L,R,AZ,270131,,687340,Jr,"NCAA 1",59,232,60,80,17,4,21,89,6,4,36,56,10,0,8,0,1,168,286,42,38,.345,.441,.724,1.165,.543,.379,.362,12.59,19.58,1.56,11.05
Ben,Ross,2022,"Notre Dame OH","Mountain East Conference",June-Reg,5,144,Y,"Minnesota Twins",SS,6/6/2001,"Springfield,OH",'6-0,180,R,R,OH,270283,,805346,jr,"NCAA 2",52,186,53,73,20,2,14,60,15,3,24,33,3,0,0,0,3,139,213,36,37,.392,.469,.747,1.216,.548,.355,.000,11.27,15.49,1.38,13.29
Romeo,Sanabria,2022,"Indian River St","NJCAA Region 8",June-Reg,18,540,Y,"San Diego Padres",C,5/2/2002,"Miami,FL",'6-3,200,L,R,FL,270738,,703804,fr,NJCAA,49,185,40,74,21,0,4,52,0,0,30,28,0,0,0,0,0,107,215,25,49,.400,.484,.578,1.062,.341,.178,.000,13.95,13.02,0.93,46.25
Jacob,Sharp,2023,UNLV,"Mountain West Conference",June-Reg,17,517,Y,"Seattle Mariners",C,9/15/2001,"Whittier,CA",'5-10,180,R,R,NV,271839,,814435,Jr,"NCAA 1",46,188,48,63,13,1,12,48,0,0,16,21,6,0,5,0,0,114,215,26,37,.335,.395,.606,1.001,.356,.271,.319,7.44,9.77,1.31,15.67
Wooyeoul,Shin,2023,Miami-Dade,"NJCAA Region 8",June-Reg,16,483,Y,"Tampa Bay Rays",1B,12/30/2001,"Seoul,KR",'6-0,220,R,R,FL,272007,,703813,So,NJCAA,47,167,54,68,16,0,15,47,3,1,44,30,6,0,1,0,0,129,218,31,37,.407,.541,.772,1.313,.641,.365,.431,20.18,13.76,0.68,11.13
Cameron,Sisneros,2024,"East Tennessee State","Southern Conference",June-Reg,14,422,Y,"Chicago Cubs",1B,6/1/2001,"Denver,CO",'6-2,230,L,L,TN,272307,,815133,Sr,"NCAA 1",56,214,62,79,16,0,23,86,1,0,49,20,6,0,3,0,4,164,272,39,40,.369,.493,.766,1.259,.631,.397,.322,18.01,7.35,0.41,9.30
Jake,Steels,2024,"Cal Poly","Big West Conference",June-Reg,18,551,Y,"Atlanta Braves",OF,6/17/2002,"Santa Maria,CA",'6-0,190,R,R,CA,273284,,809921,Sr,"NCAA 1",54,215,58,82,12,1,8,34,8,2,34,31,14,0,0,0,1,120,263,21,61,.381,.494,.558,1.052,.363,.177,.420,12.93,11.79,0.91,26.88
Tommy,Stevenson,2022,"Missouri Southern","Mid-America Intercollegiate Athletic Association",June-Reg,19,574,Y,"Oakland Athletics",1B,9/13/2000,"St. Louis,MO",'6-4,225,R,R,MO,273421,,806311,jr,"NCAA 2",40,156,44,60,11,3,16,42,2,0,27,51,3,0,0,0,0,125,186,30,30,.385,.484,.801,1.285,.603,.416,.000,14.52,27.42,1.89,9.75
Jared,Sundstrom,2023,"UC Santa Barbara","Big West Conference",June-Reg,10,307,Y,"Seattle Mariners",OF,6/21/2001,"Santa Rosa,CA",'6-2,230,R,R,CA,273789,,814791,Sr,"NCAA 1",50,177,39,57,15,1,15,43,11,2,21,45,3,1,2,0,3,119,204,31,26,.322,.399,.672,1.071,.520,.350,.353,10.29,22.06,2.14,11.80
Charlie,Szykowny,2023,Illinois-Chicago,"Missouri Valley Conference",June-Reg,9,270,Y,"San Francisco Giants",3B,6/30/2000,"Oak Lawn,IL",'6-4,225,L,R,IL,273973,,805126,5S,"NCAA 1",52,203,47,68,11,3,16,55,2,2,21,34,12,0,1,0,4,133,237,30,38,.335,.426,.655,1.081,.424,.320,.338,8.86,14.35,1.62,12.69
Nelly,Taylor,2023,"Polk State","NJCAA Region 8",June-Reg,11,328,Y,"Boston Red Sox",OF,1/22/2003,"Clearwater,FL",'5-11,180,L,L,FL,274143,,807511,So,NJCAA,51,184,46,65,19,6,6,48,31,6,36,42,6,2,3,0,2,114,231,31,34,.353,.467,.620,1.087,.598,.267,.424,15.58,18.18,1.17,30.67
Will,Verdung,2023,"Itawamba CC","NJCAA Region 23",June-Reg,13,399,Y,"Atlanta Braves",3B,6/8/2003,"Jackson,TN",'6-2,200,R,R,MS,275566,,815299,So,NJCAA,49,180,58,70,10,1,15,65,5,0,32,12,5,0,4,0,0,127,221,26,44,.389,.484,.706,1.190,.522,.317,.350,14.48,5.43,0.38,12.00
Kyle,West,2025,"West Virginia","Big 12 Conference",June-Reg,13,404,Y,"New York Yankees",1B,11/2/2002,"Martinsburg,WV",'6-4,195,L,R,WV,276537,,823918,Sr,"NCAA 1",59,183,43,62,15,0,11,38,6,2,46,41,7,0,0,0,0,110,236,26,36,.339,.487,.601,1.088,.536,.262,.389,19.49,17.37,0.89,16.64
Chay,Yeager,2023,Pasco-Hernando,"NJCAA Region 8",June-Reg,12,364,Y,"Toronto Blue Jays",P,9/11/2002,"Fort Wayne,IN",'5-11,180,B,R,FL,277618,,807410,So,NJCAA,47,159,29,41,6,1,7,32,3,1,15,33,6,1,1,0,0,70,182,14,27,.258,.343,.440,.783,.289,.182,.283,8.24,18.13,2.20,22.71
