firstName,lastName,year,teamname,leaguename,phase,draftRound,overall,signed,"drafting team",draftPosit,borndate,place,ht,WT,Bats,Throws,draftRegionID,PlayerID,retroid,mlbid,playerClass,schoolDivision,g,ab,r,h,dbl,tpl,hr,rbi,sb,cs,bb,so,hbp,sh,sf,ibb,gdp,tb,pa,xbh,sgl,avg,obp,slg,ops,seca,iso,babip,bb%,so%,so/bb,ab/hr
David,Fletcher,2015,"Loyola Marymount","West Coast Conference",June-Reg,6,195,Y,"Los Angeles Angels",SS,5/31/1994,"Orange,CA",'5-9,185,R,R,CA,185196,fletd002,664058,So,"NCAA 1",55,221,32,68,14,2,2,27,14,3,23,18,6,5,2,0,4,92,257,18,50,.308,.385,.416,.801,.262,.108,.325,8.95,7.00,0.78,110.50
Aaron,Mizell,2015,"Georgia Southern","Sun Belt Conference",June-Reg,32,949,Y,"Houston Astros",OF,10/14/1993,"Vidalia,GA",'6-0,165,L,R,GA,185212,,641888,Jr,"NCAA 1",56,219,46,64,12,3,12,40,8,0,26,43,7,1,3,0,4,118,256,27,37,.292,.380,.539,.919,.402,.247,.311,10.16,16.80,1.65,18.25
Ricky,Surum,2017,"Mount Olive","Conference Carolinas",June-Reg,16,482,Y,"New York Yankees",SS,12/7/1994,"Atlanta,GA",'5-10,170,R,R,NC,185229,,676704,SR,"NCAA 2",58,234,66,87,19,5,12,61,25,6,23,38,15,3,2,0,10,152,277,36,51,.372,.456,.650,1.106,.457,.278,.403,8.30,13.72,1.65,19.50
Taylor,Cockrell,2015,"State Col of FL","SunCoast Conference",June-Reg,23,690,Y,"Atlanta Braves",P,6/21/1994,"Bad Windsheim,GE",'6-3,175,R,R,FL,185232,,641465,So,NJCAA,57,199,30,59,15,3,2,29,5,1,12,19,1,2,0,0,5,86,214,20,39,.296,.340,.432,.772,.216,.136,.320,5.61,8.88,1.58,99.50
Mitch,Piatnik,2015,"State Col of FL","SunCoast Conference",June-Reg,8,235,Y,"Cincinnati Reds",SS,9/12/1994,"Winter Haven,FL",'6-0,170,R,R,FL,185238,,641976,So,NJCAA,37,148,23,43,2,2,1,13,12,6,10,29,1,2,0,0,1,52,161,5,38,.291,.340,.351,.691,.169,.060,.356,6.21,18.01,2.90,148.00
Cody,Tyler,2018,"Wichita State","American Athletic Conference",June-Reg,32,951,Y,"San Diego Padres",P,10/26/1994,"Terrell,TX",'6-0,190,L,L,KS,185255,,682158,5S,"NCAA 1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Connor,Kopach,2018,"Southern Illinois","Missouri Valley Conference",June-Reg,25,748,Y,"Seattle Mariners",2B,8/4/1994,"Hinsdale,IL",'6-0,170,R,R,IL,185261,,682007,5S,"NCAA 1",58,226,49,76,16,4,6,44,33,10,33,42,6,2,6,0,4,118,273,26,50,.336,.424,.522,.946,.434,.186,.380,12.09,15.38,1.27,37.67
Anthony,Sequeira,2015,"Oral Roberts","Summit League",June-Reg,23,684,Y,"Philadelphia Phillies",P,9/16/1992,"Petaluma,CA",'6-6,235,L,R,OK,185288,,664892,Sr,"NCAA 1",56,223,50,76,21,0,11,58,3,1,29,53,5,0,3,0,3,130,260,32,44,.341,.423,.583,1.006,.381,.242,.401,11.15,20.38,1.83,20.27
Troy,Dixon,2017,"St. John's","Big East Conference",June-Reg,20,603,Y,"Seattle Mariners",C,4/26/1995,"Atlantic City,NJ",'6-2,205,L,R,NY,185295,,676772,SR,"NCAA 1",49,160,28,63,12,0,3,35,0,0,23,23,1,5,0,0,5,84,189,15,48,.394,.473,.525,.998,.275,.131,.448,12.17,12.17,1.00,53.33
Michael,Donadio,2017,"St. John's","Big East Conference",June-Reg,30,899,Y,"Miami Marlins",LF,4/23/1995,"Port Jefferson Station,NY",'6-0,195,L,R,NY,185296,,668851,SR,"NCAA 1",55,214,57,80,15,5,4,38,10,3,38,42,5,2,3,0,0,117,262,24,56,.374,.473,.547,1.020,.383,.173,.444,14.50,16.03,1.11,53.50
Tyler,Sanchez,2015,"St. John's","Big East Conference",June-Reg,17,498,Y,"Texas Rangers",C,5/30/1993,"Port St. Lucie,FL",'6-2,190,R,R,NY,185301,,621526,Jr,"NCAA 1",44,131,19,28,4,1,5,17,1,0,16,26,5,4,0,0,4,49,156,10,18,.214,.322,.374,.696,.290,.160,.230,10.26,16.67,1.63,26.20
Dylan,Burdeaux,2017,"Southern Miss","Conference USA",June-Reg,20,605,Y,"Detroit Tigers",1B,2/21/1994,"West Monroe,LA",'6-2,215,R,R,MS,185329,,676774,SR,"NCAA 1",66,303,67,102,24,0,12,69,21,2,30,49,9,4,3,0,6,162,349,36,66,.337,.409,.535,.944,.360,.198,.367,8.60,14.04,1.63,25.25
Chuckie,Robinson,2016,"Southern Miss","Conference USA",June-Reg,21,637,Y,"Houston Astros",C,12/14/1994,"Danville,IL",'6-0,215,R,R,MS,185334,robic003,642020,Jr,"NCAA 1",59,208,31,60,7,1,7,44,0,1,18,33,3,5,3,0,11,90,237,15,45,.288,.349,.433,.782,.226,.145,.310,7.59,13.92,1.83,29.71
T.J.,Dixon,2017,Samford,"Southern Conference",June-Reg,24,706,Y,"Minnesota Twins",OF,10/14/1994,"Mobile,AL",'5-11,180,L,L,AL,185337,,676851,SR,"NCAA 1",59,242,48,79,11,4,1,41,23,4,23,28,8,7,1,0,1,101,281,16,63,.326,.401,.417,.818,.264,.091,.364,8.19,9.96,1.22,242.00
Hunter,Swilling,2016,Samford,"Southern Conference",June-Reg,29,865,Y,"Detroit Tigers",3B,12/26/1994,"Columbus,GA",'5-11,190,R,R,AL,185341,,669103,Jr,"NCAA 1",61,253,62,74,25,3,12,58,6,2,32,65,12,0,3,0,2,141,300,40,34,.292,.393,.557,.950,.407,.265,.346,10.67,21.67,2.03,21.08
Jordan,Wren,2017,"Georgia Southern","Sun Belt Conference",June-Reg,10,311,Y,"Boston Red Sox",OF,9/23/1994,"Boynton Beach,FL",'6-1,195,L,L,GA,185342,,670301,SR,"NCAA 1",55,194,24,52,13,3,6,42,5,3,26,61,12,0,3,0,5,89,235,22,30,.268,.383,.459,.842,.335,.191,.354,11.06,25.96,2.35,32.33
Joey,Bartosic,2017,"George Washington","Atlantic 10 Conference",June-Reg,19,566,Y,"Colorado Rockies",CF,7/29/1994,"Fairfax,VA",'6-0,190,R,R,DC,185353,,676756,SR,"NCAA 1",58,237,39,79,14,0,1,26,24,7,24,18,4,5,6,0,4,96,276,15,64,.333,.395,.405,.800,.245,.072,.348,8.70,6.52,0.75,237.00
Kevin,Mahala,2016,"George Washington","Atlantic 10 Conference",June-Reg,18,555,Y,"Pittsburgh Pirates",SS,7/19/1994,"Summit,NJ",'6-3,180,R,R,DC,185359,,670107,Jr,"NCAA 1",55,217,33,62,20,3,4,47,7,2,10,34,4,0,2,0,2,100,233,27,35,.286,.326,.461,.787,.244,.175,.320,4.29,14.59,3.40,54.25
David,MacKinnon,2017,Hartford,"America East Conference",June-Reg,32,955,Y,"Los Angeles Angels",1B,12/15/1994,"Easton,MA",'6-2,200,R,R,CT,185390,mackd001,676950,SR,"NCAA 1",50,208,44,68,12,0,0,18,5,1,20,18,8,1,2,0,6,80,239,12,56,.327,.403,.385,.788,.173,.058,.354,8.37,7.53,0.90,0.00
Nicky,Lopez,2016,Creighton,"Big East Conference",June-Reg,5,163,Y,"Kansas City Royals",SS,3/13/1995,"Naperville,IL",'5-10,185,L,R,NE,185424,lopen001,670032,Jr,"NCAA 1",55,196,35,60,11,5,2,22,11,2,26,13,12,12,1,0,2,87,247,18,42,.306,.417,.444,.861,.316,.138,.319,10.53,5.26,0.50,98.00
Danny,Woodrow,2016,Creighton,"Big East Conference",June-Reg,12,355,Y,"Detroit Tigers",CF,1/26/1995,"Chicago,IL",'5-10,155,L,R,NE,185426,,670143,Jr,"NCAA 1",55,230,44,79,9,4,1,22,32,7,19,30,3,4,1,0,1,99,257,14,65,.343,.399,.430,.829,.278,.087,.390,7.39,11.67,1.58,230.00
Chad,"De La Guerra",2015,"Grand Canyon","Western Athletic Conference",June-Reg,17,501,Y,"Boston Red Sox",2B,11/24/1992,"Santa Maria,CA",'5-11,195,L,R,AZ,185449,,664750,Sr,"NCAA 1",52,215,49,74,8,1,11,51,7,2,17,31,6,0,4,0,4,117,242,20,54,.344,.401,.544,.945,.302,.200,.356,7.02,12.81,1.82,19.55
Paul,Panaccione,2016,"Grand Canyon","Western Athletic Conference",June-Reg,10,304,Y,"Washington Nationals",SS,12/6/1993,"Peoria,AZ",'5-10,190,R,R,AZ,185463,,670064,Sr,"NCAA 1",41,146,36,53,9,1,4,26,10,2,25,14,8,1,3,0,6,76,183,14,39,.363,.473,.521,.994,.384,.158,.374,13.66,7.65,0.56,36.50
David,Walker,2015,"Grand Canyon","Western Athletic Conference",June-Reg,31,922,Y,"Chicago White Sox",2B,3/24/1992,"Mesa,AZ",'5-9,180,L,R,AZ,185470,,665054,Sr,"NCAA 1",51,193,47,59,8,0,0,18,3,4,31,21,2,10,2,0,1,67,238,8,51,.306,.404,.347,.751,.197,.041,.339,13.03,8.82,0.68,0.00
Collin,Kober,2017,"McNeese State","Southland Conference",June-Reg,27,813,Y,"Seattle Mariners",P,9/8/1994,"Lake Charles,LA",'6-1,185,R,R,LA,185516,,676830,SR,"NCAA 1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Taylor,Ostrich,2015,"Old Dominion","Conference USA",June-Reg,34,1029,Y,"Kansas City Royals",1B,9/16/1992,"Carroll,IA",'6-3,220,L,R,VA,185524,,665022,Sr,"NCAA 1",56,200,29,59,12,2,4,34,6,4,47,35,10,0,2,0,0,87,259,18,41,.295,.448,.435,.883,.385,.140,.337,18.15,13.51,0.74,50.00
Ben,Fisher,2017,"Eastern Kentucky","Ohio Valley Conference",June-Reg,21,629,Y,"Miami Marlins",1B,11/16/1994,"Richmond,KY",'6-1,215,L,L,KY,185554,,668747,SR,"NCAA 1",56,223,71,81,14,0,25,72,0,0,38,35,3,0,4,0,5,170,268,39,42,.363,.455,.762,1.217,.570,.399,.335,14.18,13.06,0.92,8.92
Tyler,Peyton,2016,Iowa,"Big Ten Conference",June-Reg,29,884,Y,"Chicago Cubs",P,3/31/1994,"Ottumwa,IA",'6-3,200,R,R,IA,185571,,664709,Sr,"NCAA 1",54,215,43,72,17,4,4,26,8,4,28,35,1,1,1,0,8,109,246,25,47,.335,.412,.507,.919,.321,.172,.384,11.38,14.23,1.25,53.75
Cooper,Hummel,2016,Portland,"West Coast Conference",June-Reg,18,531,Y,"Milwaukee Brewers",C,11/28/1994,"Portland,OR",'5-9,198,B,R,OR,185602,hummc001,669450,Jr,"NCAA 1",54,194,37,62,14,2,5,29,7,3,34,41,2,1,2,0,6,95,233,21,41,.320,.422,.490,.912,.366,.170,.380,14.59,17.60,1.21,38.80
Kyle,Holder,2015,"San Diego","West Coast Conference",June-Reg,1,30,Y,"New York Yankees",SS,5/25/1994,"San Diego,CA",'6-1,204,L,R,CA,185614,,664060,Jr,"NCAA 1",55,224,45,78,14,2,4,31,5,6,19,19,8,9,0,0,1,108,260,20,58,.348,.418,.482,.900,.214,.134,.368,7.31,7.31,1.00,56.00
Colton,Waltner,2017,"San Diego","West Coast Conference",June-Reg,21,616,Y,"Minnesota Twins",C,8/13/1995,"Thousand Oaks,CA",'6-2,185,R,R,CA,185619,,674027,JR,"NCAA 1",54,207,44,60,9,0,1,24,14,0,26,30,11,6,1,0,2,72,251,10,50,.290,.396,.348,.744,.251,.058,.333,10.36,11.95,1.15,207.00
Todd,Czinege,2017,Villanova,"Big East Conference",June-Reg,29,866,Y,"Colorado Rockies",2B,7/28/1994,"Overland Park,KS",'6-2,204,R,R,PA,185631,,676920,JR,"NCAA 1",47,184,17,52,7,3,3,25,5,1,19,47,2,0,2,0,4,74,207,13,39,.283,.353,.402,.755,.245,.119,.360,9.18,22.71,2.47,61.33
Nate,Nolan,2016,"St. Mary's CA","West Coast Conference",June-Reg,8,236,Y,"Chicago White Sox",C,10/11/1994,"Reno,NV",'6-1,210,R,R,CA,185683,,669916,Jr,"NCAA 1",58,222,37,58,17,1,9,36,1,0,29,86,6,2,1,0,2,104,260,27,31,.261,.360,.468,.828,.342,.207,.383,11.15,33.08,2.97,24.67
Corey,Bird,2016,Marshall,"Conference USA",June-Reg,7,203,Y,"Miami Marlins",CF,8/11/1995,"Charleston,WV",'6-1,185,L,L,WV,185721,,669626,Jr,"NCAA 1",55,230,44,69,6,1,0,22,34,4,26,24,2,9,1,0,0,77,268,7,62,.300,.375,.335,.710,.278,.035,.333,9.70,8.96,0.92,0.00
Danny,Edgeworth,2017,Mercer,"Southern Conference",June-Reg,23,686,Y,"Colorado Rockies",3B,7/26/1995,"Nashville,TN",'6-3,210,L,R,GA,185773,,676841,SR,"NCAA 1",56,214,38,71,14,1,8,46,3,2,32,41,4,7,4,0,2,111,261,23,48,.332,.421,.519,.940,.341,.187,.373,12.26,15.71,1.28,26.75
Kyle,Lewis,2016,Mercer,"Southern Conference",June-Reg,1,11,Y,"Seattle Mariners",OF,7/13/1995,"Snellville,GA",'6-4,222,R,R,GA,185774,lewik001,641786,Jr,"NCAA 1",61,223,70,88,11,2,20,72,6,5,66,48,7,0,5,0,1,163,301,33,55,.395,.535,.731,1.266,.637,.336,.425,21.93,15.95,0.73,11.15
Nathaniel,Lowe,2016,"Mississippi State","Southeastern Conference",June-Reg,13,390,Y,"Tampa Bay Rays",1B,7/7/1995,"Norfolk,VA",'6-4,220,L,R,MS,185776,lowen001,663993,Jr,"NCAA 1",63,247,44,86,20,0,5,49,2,1,32,31,2,0,3,0,8,121,284,25,61,.348,.423,.490,.913,.275,.142,.379,11.27,10.92,0.97,49.40
Charlie,Madden,2017,Mercer,"Southern Conference",June-Reg,24,731,Y,"Boston Red Sox",C,9/1/1995,"Atlanta,GA",'6-3,205,R,R,GA,185777,,670429,SR,"NCAA 1",56,212,48,59,16,0,17,56,0,0,35,57,4,6,1,0,1,126,258,33,26,.278,.389,.594,.983,.481,.316,.302,13.57,22.09,1.63,12.47
Justin,Bridgman,2017,Nevada,"Mountain West Conference",June-Reg,28,829,Y,"Tampa Bay Rays",SS,6/20/1995,"Reno,NV",'5-11,175,R,R,NV,185802,,676904,SR,"NCAA 1",54,217,25,68,12,1,1,18,10,3,15,21,4,9,1,0,4,85,246,14,54,.313,.367,.392,.759,.180,.079,.342,6.10,8.54,1.40,217.00
Trenton,Brooks,2016,Nevada,"Mountain West Conference",June-Reg,17,512,Y,"Cleveland Indians",OF,7/3/1995,"Alpine,CA",'5-11,195,L,L,NV,185803,broot002,670092,Jr,"NCAA 1",58,224,39,62,19,4,4,42,7,5,40,26,6,0,6,0,1,101,276,27,35,.277,.391,.451,.842,.362,.174,.290,14.49,9.42,0.65,56.00
Jordan,Devencenzi,2015,Nevada,"Mountain West Conference",June-Reg,26,788,Y,"Oakland Athletics",C,6/26/1993,"Hayward,CA",'5-11,203,R,R,NV,185806,,665109,Sr,"NCAA 1",48,170,25,50,9,0,2,30,3,6,9,14,10,8,3,0,4,65,200,11,39,.294,.359,.382,.741,.124,.088,.306,4.50,7.00,1.56,85.00
Ryan,Brinley,2015,"Sam Houston State","Southland Conference",June-Reg,27,824,Y,"Washington Nationals",P,4/9/1993,"Georgetown,TX",'6-1,200,L,R,TX,185827,,665096,Jr,"NCAA 1",35,108,14,21,6,0,2,15,1,0,11,26,4,3,4,0,2,33,130,8,13,.194,.283,.306,.589,.222,.112,.226,8.46,20.00,2.36,54.00
Michael,Paez,2016,"Coastal Carolina","Big South Conference",June-Reg,4,130,Y,"New York Mets",SS,12/8/1994,"Miami,FL",'5-8,175,R,R,SC,185989,,669686,Jr,"NCAA 1",72,287,66,80,18,3,15,51,7,5,31,52,11,7,1,0,2,149,337,36,44,.279,.370,.519,.889,.355,.240,.294,9.20,15.43,1.68,19.13
G.K.,Young,2016,"Coastal Carolina","Big South Conference",June-Reg,31,924,Y,"San Diego Padres",1B,10/17/1994,"Conway,SC",'6-1,225,L,R,SC,185992,,670306,Jr,"NCAA 1",72,290,59,97,10,2,17,70,1,1,23,63,6,0,4,0,0,162,323,29,68,.334,.390,.559,.949,.303,.225,.374,7.12,19.50,2.74,17.06
Danny,Mendick,2015,Mass-Lowell,"America East Conference",June-Reg,22,652,Y,"Chicago White Sox",SS,9/28/1993,"Rochester,NY",'5-10,195,R,R,MA,186069,mendd002,664901,Sr,"NCAA 1",43,156,24,50,16,1,1,30,14,0,19,16,6,1,3,0,4,71,185,18,32,.321,.408,.455,.863,.346,.134,.345,10.27,8.65,0.84,156.00
Ian,Strom,2016,Mass-Lowell,"America East Conference",June-Reg,22,670,Y,"New York Mets",CF,12/12/1994,"Hopedale,MA",'6-2,205,R,L,MA,186078,,670433,Jr,"NCAA 1",52,200,27,46,9,0,2,17,22,2,19,42,5,1,3,0,1,61,228,11,35,.230,.308,.305,.613,.270,.075,.277,8.33,18.42,2.21,100.00
Rob,Henry,2017,Brown,"Ivy League",June-Reg,39,1164,Y,"Milwaukee Brewers",CF,5/19/1995,"Cranston,RI",'6-1,195,R,R,RI,186115,,677048,SR,"NCAA 1",37,139,31,44,4,5,3,13,9,5,20,30,6,2,1,0,3,67,168,12,32,.317,.422,.482,.904,.338,.165,.383,11.90,17.86,1.50,46.33
Adam,Groesbeck,2017,"Air Force","Mountain West Conference",June-Reg,38,1130,Y,"Atlanta Braves",CF,4/7/1995,"Turlock,CA",'5-10,175,R,R,CO,186155,,677028,SR,"NCAA 1",50,222,60,91,23,3,8,42,9,2,17,31,6,0,3,0,7,144,248,34,57,.410,.460,.649,1.109,.347,.239,.446,6.85,12.50,1.82,27.75
Travis,Neubeck,2015,"Indian Hills CC","Iowa Community Colleges Athletic Conference",June-Reg,7,206,Y,"Miami Marlins",P,3/13/1995,"Maplewood,MN",'6-2,180,L,R,IA,186161,,663999,So,NJCAA,42,89,16,26,3,0,5,17,0,0,15,19,2,0,0,0,0,44,106,8,18,.292,.406,.494,.900,.371,.202,.323,14.15,17.92,1.27,17.80
Garrett,Copeland,2016,"Austin Peay","Ohio Valley Conference",June-Reg,30,901,Y,"Baltimore Orioles",2B,2/22/1995,"Memphis,TN",'5-11,190,B,R,TN,186202,,670284,Jr,"NCAA 1",57,238,48,76,12,3,4,32,12,7,42,46,3,4,1,0,0,106,288,19,57,.319,.426,.445,.871,.324,.126,.381,14.58,15.97,1.10,59.50
Alex,Robles,2017,"Austin Peay","Ohio Valley Conference",June-Reg,30,886,Y,"Minnesota Twins",P,7/7/1995,"Tucson,AZ",'6-0,200,R,R,TN,186214,,675970,SR,"NCAA 1",58,225,45,78,12,2,10,47,11,3,20,32,8,2,3,0,8,124,258,24,54,.347,.414,.551,.965,.329,.204,.366,7.75,12.40,1.60,22.50
Max,Brown,2015,"Kansas State","Big 12 Conference",June-Reg,37,1096,Y,"Arizona Diamondbacks",OF,4/30/1993,"Seattle,WA",'6-6,200,R,R,KS,186329,,627367,Sr,"NCAA 1",57,205,19,58,7,6,0,35,7,4,18,47,4,4,3,0,6,77,234,13,45,.283,.348,.376,.724,.195,.093,.360,7.69,20.09,2.61,0.00
Kalik,May,2015,"Mississippi Valley","Southwest Athletic Conference",June-Reg,33,992,Y,"Toronto Blue Jays",OF,10/5/1992,"Northport,AL",'6-2,205,B,R,MS,186357,,665034,Sr,"NCAA 1",43,179,37,60,11,5,4,33,22,0,21,47,5,0,0,0,0,93,205,20,40,.335,.420,.520,.940,.425,.185,.438,10.24,22.93,2.24,44.75
Sam,Long,2016,"Sacramento State","Western Athletic Conference",June-Reg,18,540,Y,"Tampa Bay Rays",P,7/8/1995,"Fair Oaks,CA",'6-1,185,L,L,CA,186433,longs002,669674,Jr,"NCAA 1",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.000,1.000,1.000,2.000,.000,.000,1.000,0.00,0.00,0.00,0.00
Gunner,Pollman,2016,"Sacramento State","Western Athletic Conference",June-Reg,26,773,Y,"Miami Marlins",C,2/3/1995,"West Linn,OR",'6-2,210,R,R,CA,186437,,669258,Jr,"NCAA 1",57,183,18,41,11,0,2,17,2,1,15,65,5,3,2,0,6,58,208,13,28,.224,.298,.317,.615,.180,.093,.331,7.21,31.25,4.33,91.50
Lance,Jones,2015,Southern,"Southwest Athletic Conference",June-Reg,36,1082,Y,"Toronto Blue Jays",OF,11/10/1992,"Shreveport,LA",'5-11,175,R,R,LA,186487,,665128,Sr,"NCAA 1",40,129,29,39,10,2,1,21,14,2,16,28,5,0,0,0,0,56,150,13,26,.302,.400,.434,.834,.349,.132,.380,10.67,18.67,1.75,129.00
Brady,Policelli,2016,Towson,"Colonial Athletic Association",June-Reg,13,385,Y,"Detroit Tigers",C,6/24/1995,"Washington,DC",'5-10,195,R,R,MD,186543,,670149,Jr,"NCAA 1",55,200,43,75,14,4,9,45,22,3,45,42,9,1,3,0,2,124,258,27,48,.375,.502,.620,1.122,.565,.245,.434,17.44,16.28,0.93,22.22
Andre,Davis,2015,"Arkansas-Pine Bluff","Southwest Athletic Conference",June-Reg,8,249,Y,"Kansas City Royals",P,9/29/1993,"Castro Valley,CA",'6-6,230,L,L,AR,186556,,664846,Sr,"NCAA 1",39,140,34,51,12,1,6,39,0,1,17,25,8,0,0,0,0,83,165,19,32,.364,.461,.593,1.054,.343,.229,.413,10.30,15.15,1.47,23.33
Matt,Diorio,2016,"Central Florida","American Athletic Conference",June-Reg,16,495,Y,"Pittsburgh Pirates",RF,7/24/1995,"Staten Island,NY",'6-1,195,L,R,FL,186575,,641524,Jr,"NCAA 1",36,136,19,38,7,0,3,22,4,0,19,28,3,1,3,0,0,54,162,10,28,.279,.373,.397,.770,.287,.118,.324,11.73,17.28,1.47,45.33
Robby,Howell,2017,"Central Florida","American Athletic Conference",June-Reg,10,287,Y,"Cincinnati Reds",P,8/18/1995,"Gainesville,FL",'6-4,230,R,R,FL,186581,,676328,SR,"NCAA 1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Dylan,Moore,2015,"Central Florida","American Athletic Conference",June-Reg,7,198,Y,"Texas Rangers",SS,8/2/1992,"Yorba Linda,CA",'6-0,205,R,R,FL,186583,moord002,664238,Sr,"NCAA 1",58,240,50,80,14,3,10,45,14,2,28,35,7,1,1,0,2,130,277,27,53,.333,.417,.542,.959,.375,.209,.357,10.11,12.64,1.25,24.00
Michael,Tinsley,2016,Kansas,"Big 12 Conference",June-Reg,7,212,Y,"Cleveland Indians",C,5/10/1995,"Palo Alto,CA",'6-0,195,L,R,KS,186648,,669400,Jr,"NCAA 1",56,212,47,80,15,2,2,42,9,0,32,18,3,1,3,0,10,105,251,19,61,.377,.460,.495,.955,.311,.118,.400,12.75,7.17,0.56,106.00
Cole,Bartlett,2017,Missouri,"Southeastern Conference",June-Reg,25,742,Y,"Arizona Diamondbacks",P,12/22/1994,"Williamsburg,IN",'6-2,189,R,R,MO,186661,,674685,SO,"NCAA 1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Ryan,Howard,2016,Missouri,"Southeastern Conference",June-Reg,5,155,Y,"San Francisco Giants",SS,7/25/1994,"St. Peters,MO",'6-2,195,R,R,MO,186664,,664031,Jr,"NCAA 1",56,217,40,64,13,1,5,27,10,0,29,33,3,1,3,0,4,94,253,19,45,.295,.381,.433,.814,.318,.138,.324,11.46,13.04,1.14,43.40
Jake,Ring,2016,Missouri,"Southeastern Conference",June-Reg,31,931,Y,"Baltimore Orioles",OF,8/11/1994,"Ingleside,IL",'5-11,175,L,L,MO,186668,,642014,Jr,"NCAA 1",56,205,37,65,12,3,2,25,24,0,36,51,6,2,3,0,4,89,252,17,48,.317,.428,.434,.862,.410,.117,.406,14.29,20.24,1.42,102.50
Chris,Caudle,2018,"Texas A&M-Kingsville","Lone Star Conference",June-Reg,37,1113,Y,"St. Louis Cardinals",C,9/14/1995,"Greenwood,AR",'6-4,230,R,R,TX,186791,,0,Sr,"NCAA 2",51,169,31,49,9,1,2,31,9,2,33,17,8,1,2,0,4,66,213,12,37,.290,.425,.391,.816,.337,.101,.309,15.49,7.98,0.52,84.50
Mitch,Longo,2016,Ohio,"Mid-American Conference",June-Reg,14,422,Y,"Cleveland Indians",LF,1/12/1995,"Mayfield,OH",'6-0,195,L,R,OH,186826,,669675,Jr,"NCAA 1",51,214,36,77,14,0,3,22,12,5,25,19,7,0,3,0,3,100,249,17,60,.360,.438,.467,.905,.257,.107,.379,10.04,7.63,0.76,71.33
Zach,Jarrett,2017,"UNC Charlotte","Conference USA",June-Reg,28,848,Y,"Baltimore Orioles",OF,12/8/1994,"Hickory,NC",'6-4,220,R,R,NC,186855,,676913,SR,"NCAA 1",58,237,48,81,8,1,13,45,7,1,18,37,8,1,6,0,5,130,270,22,59,.342,.398,.549,.947,.308,.207,.352,6.67,13.70,2.06,18.23
C.J.,Chatham,2016,"Florida Atlantic","Conference USA",June-Reg,2,51,Y,"Boston Red Sox",SS,12/22/1994,"Fort Lauderdale,FL",'6-4,185,R,R,FL,186896,,641453,Jr,"NCAA 1",58,249,48,89,17,4,8,50,2,1,23,36,7,0,3,0,9,138,282,29,60,.357,.422,.554,.976,.293,.197,.389,8.16,12.77,1.57,31.13
Angelo,Amendolare,2015,Jacksonville,"Atlantic Sun Conference",June-Reg,27,803,Y,"Chicago Cubs",2B,12/2/1992,"Long Island,NY",'5-9,180,R,R,FL,186916,,665103,Sr,"NCAA 1",56,227,45,83,16,2,2,42,20,0,27,28,6,0,3,0,3,109,263,20,63,.366,.441,.480,.921,.322,.114,.405,10.27,10.65,1.04,113.50
Justin,Lawrence,2015,"Daytona State","Mid-Florida Conference",June-Reg,12,347,Y,"Colorado Rockies",P,11/25/1994,"Panama City,FL",'6-3,213,R,R,FL,186920,lawrj002,664875,So,NJCAA,26,36,2,7,2,0,0,5,0,0,3,10,0,0,1,0,1,9,40,2,5,.194,.250,.250,.500,.139,.056,.259,7.50,25.00,3.33,0.00
Connor,Marabell,2015,Jacksonville,"Atlantic Sun Conference",June-Reg,25,754,Y,"Cleveland Indians",OF,3/28/1994,"Jacksonville,FL",'6-1,195,L,L,FL,186921,,664088,Jr,"NCAA 1",56,227,43,74,21,0,6,54,7,2,25,31,1,0,6,0,7,113,259,27,47,.326,.386,.498,.884,.304,.172,.347,9.65,11.97,1.24,37.83
Taylor,Ahearn,2017,"CS San Marcos","California Collegiate Athletic Association",June-Reg,32,971,Y,"Boston Red Sox",P,11/25/1994,"San Diego,CA",'6-1,190,R,R,CA,186969,,676957,JR,"NCAA 2",20,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,2,.500,.500,.500,1.000,.000,.000,.667,0.00,25.00,0.00,0.00
Dan,Swain,2017,Siena,"Metro Atlantic Athletic Conference",June-Reg,34,1012,Y,"Arizona Diamondbacks",CF,9/30/1994,"Newton,MA",'5-11,200,R,R,AL,186977,,676978,5S,NJCAA,50,204,47,66,11,5,9,36,9,2,23,42,7,0,2,0,2,114,236,25,41,.324,.407,.559,.966,.382,.235,.368,9.75,17.80,1.83,22.67
Ted,Cillis,2018,Hofstra,"Colonial Athletic Association",June-Reg,33,992,Y,"Kansas City Royals",P,8/12/1994,"Latham,NY",'6-2,225,L,L,NY,186991,,682179,Sr,"NCAA 1",36,128,20,30,7,2,5,15,3,1,14,51,3,0,2,0,0,56,147,14,16,.234,.320,.438,.758,.328,.204,.338,9.52,34.69,3.64,25.60
